City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,flekkefjord,58.2971,6.6607,10.53,70,100,8.76,NO,1696645516
358,laguna,38.421,-121.4238,29.95,41,0,0.0,US,1696645516
359,piton saint-leu,-21.2196,55.3151,20.04,64,20,3.6,RE,1696645516
360,white hall,34.274,-92.091,19.84,77,0,3.6,US,1696645516
361,khenifra,32.9333,-5.6667,22.37,22,100,1.57,MA,1696645517
362,leeton,-34.5667,146.4,21.61,36,0,3.11,AU,1696645517
363,haiku-pauwela,20.9219,-156.3051,29.01,58,20,9.77,US,1696645517
364,heath,40.0228,-82.4446,16.77,57,0,3.6,US,1696645517
365,gudari,19.35,83.7833,25.6,87,100,1.01,IN,1696645517
366,urucara,-2.5364,-57.76,28.06,54,74,1.38,BR,1696645517
367,puerto baquerizo moreno,-0.9,-89.6,23.01,86,95,5.37,EC,1696645517
368,antofagasta,-23.65,-70.4,15.6,78,15,3.26,CL,1696645518
369,mariehamn,60.0973,19.9348,8.92,81,100,9.77,AX,1696645518
370,meizhou,24.2977,116.1072,19.99,98,100,2.03,CN,1696645518
371,tralee,52.2704,-9.7026,14.33,98,100,2.7,IE,1696645518
372,diplo,24.4667,69.584,26.89,73,6,5.6,PK,1696645518
373,kristiansund,63.1115,7.732,7.36,61,75,5.14,NO,1696645518
374,kiruna,67.8557,20.2251,-4.49,80,20,1.54,SE,1696645519
375,andreyevo,55.9465,41.1505,4.65,81,100,4.74,RU,1696645519
376,queenstown,-31.8976,26.8753,15.81,90,78,0.94,ZA,1696645369
377,namtsy,62.7161,129.6658,-2.14,94,100,4.19,RU,1696645519
378,naze,28.3667,129.4833,25.51,64,67,6.37,JP,1696645519
379,taroa,8.7058,171.2275,28.58,80,61,8.38,MH,1696645519
380,xai-xai,-25.0519,33.6442,21.18,83,0,3.69,MZ,1696645520
381,kununurra,-15.7667,128.7333,33.99,13,7,5.66,AU,1696645520
382,marka,1.7159,44.7717,25.86,86,33,6.06,SO,1696645520
383,saarijarvi,62.7049,25.254,4.09,95,100,6.28,FI,1696645520
384,ningchegu,39.1589,117.6625,20.01,42,98,0.78,CN,1696645520
385,la'ie,21.6477,-157.9253,30.0,71,36,2.68,US,1696645520
386,udachny,66.4167,112.4,1.92,100,100,9.3,RU,1696645521
387,palmer,42.1584,-72.3287,19.65,83,100,1.54,US,1696645389
388,moratuwa,6.773,79.8816,26.01,89,93,3.62,LK,1696645521
389,pucheng,27.9233,118.5333,17.34,96,100,1.4,CN,1696645521
390,mostaganem,35.9311,0.0892,24.05,57,0,0.67,DZ,1696645521
391,demopolis,32.5176,-87.8364,19.97,94,0,0.0,US,1696645502
392,ciudad bolivar,8.1222,-63.5497,27.8,64,23,5.2,VE,1696645522
393,papao,-17.75,-149.55,28.82,80,90,6.48,PF,1696645522
394,luchegorsk,46.4764,134.2569,12.21,59,31,1.01,RU,1696645522
395,crieff,56.3727,-3.8389,10.97,97,100,2.32,GB,1696645522
396,tshikapa,-6.4167,20.8,23.83,72,98,1.22,CD,1696645522
397,kindu,-2.95,25.95,21.53,96,99,0.98,CD,1696645522
398,camiri,-20.05,-63.5167,26.75,50,83,0.5,BO,1696645523
399,thunder bay,48.4001,-89.3168,6.99,61,100,7.2,CA,1696645404
400,dapa,9.7594,126.0531,29.01,69,18,2.75,PH,1696645523
401,kerikeri,-35.2268,173.9474,18.84,83,100,2.24,NZ,1696645523
402,presidente olegario,-18.4178,-46.4181,22.57,78,99,1.26,BR,1696645322
403,alice springs,-23.7,133.8833,23.75,22,97,8.23,AU,1696645523
404,frolovo,49.7713,43.6622,5.77,74,6,5.66,RU,1696645523
405,velikiye luki,56.34,30.5452,7.43,91,100,7.94,RU,1696645524
406,sarangani,5.4033,125.4636,28.67,74,98,3.76,PH,1696645524
407,la sarre,48.8002,-79.1996,9.44,80,10,2.87,CA,1696645524
408,lazaro cardenas,17.9583,-102.2,28.42,80,100,1.29,MX,1696645524
409,santo domingo suchitepequez,14.4667,-91.4833,26.7,96,71,1.48,GT,1696645524
410,wertheim,49.7575,9.5094,12.4,85,67,2.18,DE,1696645524
411,verdal,63.7933,11.4817,4.02,80,91,5.66,NO,1696645524
412,nouadhibou,20.931,-17.0347,23.99,78,5,3.6,MR,1696645525
413,axim,4.8699,-2.2405,24.68,92,83,2.8,GH,1696645525
414,folkston,30.8305,-82.0098,21.88,79,96,1.12,US,1696645525
415,trujillo,-8.116,-79.03,18.98,88,75,6.69,PE,1696645338
416,januaria,-15.4833,-44.3667,25.42,73,74,0.33,BR,1696645525
417,cidreira,-30.1811,-50.2056,18.24,98,100,8.16,BR,1696645525
418,fort bragg,35.139,-79.006,21.57,95,0,0.0,US,1696645526
419,cam ranh,11.9214,109.1591,30.98,74,40,1.03,VN,1696645526
420,zabaykal'sk,49.6333,117.3167,11.11,40,100,6.66,RU,1696645526
421,yuzhno-kurilsk,44.0306,145.8556,11.32,86,100,12.42,RU,1696645526
422,khuzdar,27.7384,66.6434,23.53,22,0,3.0,PK,1696645526
423,kingston,17.997,-76.7936,30.53,81,20,1.03,JM,1696645526
424,hami,42.8,93.45,19.41,18,0,1.59,CN,1696645527
425,villa de arista,22.65,-100.8333,19.45,82,88,4.68,MX,1696645527
426,bani walid,31.7566,13.9942,18.77,86,0,1.83,LY,1696645527
427,vobarno,45.6401,10.5035,18.22,83,59,2.11,IT,1696645527
428,boyolangu,-8.1181,111.8935,29.31,59,71,3.84,ID,1696645527
429,kailua-kona,19.6406,-155.9956,28.98,82,40,6.17,US,1696645527
430,tahe,52.3333,124.7333,10.93,44,91,1.58,CN,1696645528
431,hola,51.5377,23.1902,12.1,82,100,7.53,PL,1696645528
432,vrontados,38.4089,26.1328,20.61,67,100,7.33,GR,1696645528
433,calchaqui,-29.8877,-60.287,17.02,54,1,4.02,AR,1696645528
434,dauphin,51.1494,-100.0502,2.08,87,100,2.57,CA,1696645528
435,cooper's town,26.8667,-77.5167,27.42,71,5,4.42,BS,1696645528
436,banjar,-8.19,114.9675,31.66,55,79,1.15,ID,1696645528
437,okakarara,-20.5833,17.4333,17.97,36,0,3.52,NA,1696645529
438,tamanrasset,22.785,5.5228,20.95,28,0,3.09,DZ,1696645529
439,taoudenni,22.6783,-3.9836,32.41,19,63,6.19,ML,1696645529
440,novyy urgal,51.0736,132.5642,7.77,53,0,0.41,RU,1696645529
441,oriximina,-1.7656,-55.8661,28.12,54,25,1.8,BR,1696645529
442,newman,37.3138,-121.0208,30.16,53,0,3.12,US,1696645529
443,osorno,-40.5667,-73.15,7.17,89,20,0.0,CL,1696645530
444,cabo san lucas,22.8909,-109.9124,30.98,72,75,1.54,MX,1696645370
445,olyokminsk,60.3736,120.4264,6.11,83,100,5.36,RU,1696645530
446,mungwi,-10.1732,31.3694,19.88,60,6,2.45,ZM,1696645530
447,camacupa,-12.0167,17.4833,19.77,65,63,2.13,AO,1696645530
448,island harbour,50.724,-1.2758,16.1,93,15,1.34,GB,1696645530
449,santyoku,37.4406,129.1708,18.91,55,95,2.09,KR,1696645530
450,labytnangi,66.6572,66.4183,5.59,95,79,2.93,RU,1696645531
451,bardai,11.65,7.2333,23.09,64,100,2.67,NG,1696645531
452,talara,-4.5772,-81.2719,21.42,83,0,7.04,PE,1696645531
453,sandnessjoen,66.0217,12.6316,0.29,61,100,12.93,NO,1696645531
454,padang,-0.9492,100.3543,28.03,78,65,0.45,ID,1696645531
455,mogocha,53.7333,119.7667,7.64,55,97,0.89,RU,1696645531
456,kulhudhuffushi,6.6221,73.07,28.03,77,99,2.97,MV,1696645531
457,natal,-5.795,-35.2094,26.12,83,20,3.6,BR,1696645325
458,sarh,9.1429,18.3923,21.95,100,20,0.0,TD,1696645532
459,mantua,45.1667,10.7833,16.58,92,99,0.17,IT,1696645336
460,palikir - national government center,6.9248,158.1611,27.41,89,100,0.0,FM,1696645532
461,cabanglasan,8.1214,125.3275,30.31,57,63,0.06,PH,1696645532
462,tashtyp,52.7939,89.8983,7.06,73,8,0.44,RU,1696645532
463,bubaque,11.2833,-15.8333,27.34,79,69,2.44,GW,1696645532
464,metsamor,40.073,44.2896,11.69,87,37,1.03,AM,1696645533
465,abashiri,44.0213,144.2697,11.16,93,75,7.72,JP,1696645533
466,tlahualilo de zaragoza,26.1167,-103.45,17.41,88,100,2.1,MX,1696645533
467,port moresby,-9.4431,147.1797,29.68,66,40,5.14,PG,1696645533
468,pekalongan,-6.8886,109.6753,32.23,59,52,1.46,ID,1696645322
469,tamazulapam villa del progreso,17.6806,-97.5689,16.11,87,98,2.92,MX,1696645534
470,doka,13.5167,35.7667,24.24,68,11,1.51,SD,1696645534
471,gokwe,-18.2048,28.9349,19.52,37,0,1.81,ZW,1696645534
472,northam,51.0333,-4.2167,14.66,93,46,3.62,GB,1696645534
473,chimore,-16.9833,-65.1333,30.64,46,99,0.43,BO,1696645534
474,kampot,10.6167,104.1833,28.03,72,90,1.84,KH,1696645534
475,lajinha,-20.1514,-41.6228,22.46,92,100,0.95,BR,1696645534
476,pemangkat,1.1667,108.9667,28.96,73,32,1.9,ID,1696645535
477,shimokizukuri,40.8061,140.3861,19.73,62,52,5.89,JP,1696645535
478,zaraza,9.3503,-65.3245,24.42,90,99,1.8,VE,1696645535
479,ust'-ilimsk,58.0006,102.6619,6.36,85,100,3.13,RU,1696645535
480,fonte boa,-2.4959,-66.2662,23.39,96,73,1.48,BR,1696645535
481,tashtagol,52.7657,87.8894,6.96,91,4,1.34,RU,1696645282
482,koungou,-12.7336,45.2042,24.84,88,20,2.57,YT,1696645535
483,lata,40.1629,-8.3327,18.84,38,17,1.67,PT,1696645536
484,katsuren-haebaru,26.3369,127.8719,31.21,66,75,6.17,JP,1696645536
485,urangan,-25.3,152.9,22.4,60,40,8.13,AU,1696645536
486,abepura,-2.6333,140.5833,25.48,82,100,2.05,ID,1696645536
487,ribeira brava,32.65,-17.0667,27.29,18,72,2.33,PT,1696645536
488,lompoc,34.6391,-120.4579,28.34,49,0,0.45,US,1696645537
489,abra pampa,-22.7205,-65.697,11.27,13,15,3.47,AR,1696645537
490,pedro ii,-4.4247,-41.4586,24.59,41,87,2.0,BR,1696645537
491,ploneour-lanvern,47.9,-4.2833,14.16,100,8,1.03,FR,1696645537
492,westport,41.1415,-73.3579,20.9,91,100,4.63,US,1696645528
493,fort st. john,56.2499,-120.8529,16.94,48,75,6.69,CA,1696645537
494,newark,40.7357,-74.1724,21.64,86,100,3.09,US,1696645376
495,bukama,-9.2,25.85,26.4,41,98,0.88,CD,1696645538
496,lesnoy,57.6198,63.0784,9.62,91,98,2.0,RU,1696645538
497,punta del este,-34.9667,-54.95,16.04,73,0,6.26,UY,1696645538
498,kivioli,59.3531,26.9711,11.71,87,100,6.57,EE,1696645538
499,mandeville,18.0417,-77.5071,22.67,92,78,0.52,JM,1696645538
500,polyarnyy,69.1989,33.4478,0.03,82,99,3.14,RU,1696645538
501,codrington,-38.2667,141.9667,13.62,54,36,5.53,AU,1696645539
502,san roque,36.2107,-5.3842,21.46,88,100,6.69,ES,1696645539
503,asilah,35.465,-6.0348,22.98,78,100,3.82,MA,1696645539
504,san antonio de pale,-1.4014,5.6325,25.28,85,99,6.65,GQ,1696645539
505,guru har sahai,30.7167,74.4167,25.09,34,0,2.44,IN,1696645539
506,salalah,17.0151,54.0924,25.05,83,75,1.03,OM,1696645539
507,manokwari,-0.8667,134.0833,28.73,73,87,2.67,ID,1696645540
508,le port,-20.9373,55.2919,21.98,85,17,2.78,RE,1696645540
509,shagonar,51.5333,92.8,8.88,54,7,0.58,RU,1696645540
510,jendouba,36.5011,8.7802,16.01,77,10,1.03,TN,1696645540
511,neryungri,56.6709,124.6491,4.02,61,52,1.4,RU,1696645459
512,san julian,21.0167,-102.1667,20.87,47,99,4.62,MX,1696645540
513,ghanzi,-21.5667,21.7833,20.93,13,0,4.35,BW,1696645540
514,phalodi,27.1333,72.3667,26.46,66,0,6.52,IN,1696645541
515,grande prairie,55.1667,-118.8027,17.1,45,75,5.14,CA,1696645541
516,san felipe,10.3399,-68.7425,23.41,96,99,0.44,VE,1696645541
517,ruteng,-8.6136,120.4721,24.99,50,11,0.37,ID,1696645541
518,mizdah,31.4451,12.9801,17.64,88,0,1.6,LY,1696645541
519,jennings,38.7192,-90.2604,12.01,62,0,4.12,US,1696645541
520,rikaze,29.25,88.8833,11.85,49,0,1.52,CN,1696645541
521,shache,38.4167,77.2406,18.73,44,98,5.54,CN,1696645542
522,portland,45.5234,-122.6762,25.57,45,0,4.63,US,1696645395
523,hit,33.6416,42.8251,22.34,57,58,1.6,IQ,1696645542
524,onega,63.9061,38.1404,-0.46,87,39,3.0,RU,1696645542
525,el porvenir,13.7617,-87.3458,26.35,97,89,0.23,HN,1696645542
526,port lincoln,-34.7333,135.8667,14.92,61,3,6.49,AU,1696645542
527,souillac,-20.5167,57.5167,23.21,64,75,5.14,MU,1696645542
528,kegeyli shahar,42.7767,59.6078,9.05,76,0,0.72,UZ,1696645543
529,turaif,31.6725,38.6637,19.14,59,0,3.09,SA,1696645543
530,gevrai,19.2667,75.75,23.77,70,91,1.99,IN,1696645543
531,mossel bay,-34.1831,22.146,15.96,93,100,7.67,ZA,1696645543
532,ladan,50.5196,32.5818,5.9,61,82,3.76,UA,1696645543
533,sidi ifni,29.3797,-10.173,28.07,31,99,4.73,MA,1696645543
534,rio preto da eva,-2.6994,-59.6997,28.99,48,80,1.12,BR,1696645544
535,tondano,1.3038,124.9112,29.05,49,13,2.33,ID,1696645544
536,usogorsk,63.4106,48.6872,4.81,91,100,3.07,RU,1696645544
537,kruisfontein,-34.0033,24.7314,14.94,98,100,3.28,ZA,1696645544
538,mana,5.6592,-53.7767,27.55,85,74,4.89,GF,1696645545
539,isangel,-19.55,169.2667,24.56,64,100,3.85,VU,1696645545
540,sovetskaya gavan',48.9723,140.2878,10.61,60,100,5.48,RU,1696645545
541,picos,-7.0769,-41.4669,26.41,33,9,1.36,BR,1696645545
542,senanga,-16.1167,23.2667,20.51,34,40,2.27,ZM,1696645545
543,khandyga,62.6667,135.6,0.69,71,69,2.92,RU,1696645545
544,zakynthos,37.7914,20.8953,19.24,68,0,2.82,GR,1696645546
545,lijiang,26.8688,100.2207,15.39,94,100,0.81,CN,1696645546
546,rudnichnyy,59.617,52.4703,8.84,70,100,4.01,RU,1696645546
547,chinsali,-10.5414,32.0816,19.65,61,2,1.5,ZM,1696645546
548,roja,57.5,22.8167,12.75,82,97,9.96,LV,1696645546
549,nova vicosa,-17.8919,-39.3719,24.56,80,2,5.11,BR,1696645546
550,yagunovskiy,55.2828,85.978,8.88,81,0,4.02,RU,1696645546
551,ago-are,8.5,3.4167,22.62,95,100,2.81,NG,1696645547
552,baker city,44.7749,-117.8344,18.44,67,0,0.0,US,1696645435
553,ghatanji,20.1333,78.3167,24.16,79,97,2.11,IN,1696645547
554,new norfolk,-42.7826,147.0587,15.51,51,99,2.82,AU,1696645547
555,tannum sands,-23.9504,151.3693,27.64,47,40,8.75,AU,1696645547
556,formosa do rio preto,-11.0483,-45.1931,27.02,43,58,1.39,BR,1696645548
557,mora,11.0461,14.1401,24.5,71,93,1.37,CM,1696645548
558,urengoy,65.9667,78.3667,2.28,92,3,4.02,RU,1696645548
559,borgarnes,64.5383,-21.9206,1.03,74,8,1.24,IS,1696645548
560,barabai,-2.5833,115.3833,34.56,37,9,0.43,ID,1696645548
561,porvoo,60.3923,25.6651,12.35,97,95,3.42,FI,1696645548
562,padangsidempuan,1.3667,99.2667,26.88,82,99,0.81,ID,1696645548
563,freetown,8.484,-13.2299,24.96,90,100,0.58,SL,1696645549
564,lahad datu,5.0268,118.327,29.57,62,12,1.86,MY,1696645549
565,stephenville,32.2207,-98.2023,23.43,52,0,1.54,US,1696645549
566,manaure,11.7751,-72.4445,28.51,79,29,5.0,CO,1696645549
567,kostomuksha,64.571,30.5767,1.39,80,100,3.53,RU,1696645549
568,labrador city,52.9463,-66.9114,13.95,82,75,5.66,CA,1696645549
569,shiraz,29.6036,52.5388,13.69,44,0,0.0,IR,1696645550
570,cave spring,37.2276,-80.0128,19.9,92,100,2.06,US,1696645550
571,bossier city,32.516,-93.7321,23.1,70,0,1.54,US,1696645550
572,barra do bugres,-15.0725,-57.1811,32.42,35,91,2.98,BR,1696645550
573,tomislavgrad,43.7181,17.2267,11.0,51,4,2.53,BA,1696645550
574,xinyuan,37.3,99.0,4.01,43,0,1.55,CN,1696645550
575,tokmok,42.8417,75.3016,14.94,58,100,1.01,KG,1696645550
576,mirny,62.5353,113.9611,5.13,100,100,5.81,RU,1696645551
577,koulamoutou,-1.1303,12.4736,21.87,98,100,0.75,GA,1696645551
578,bhimunipatnam,17.8833,83.4333,27.73,68,88,1.42,IN,1696645551
579,longonjo,-12.9067,15.2533,20.96,74,93,1.02,AO,1696645551
580,melekeok village,7.4957,134.6367,30.31,74,75,4.63,PW,1696645551
581,martapura,-3.4167,114.85,32.05,55,20,1.54,ID,1696645551
582,marquette,46.5333,-87.6335,5.69,90,100,4.47,US,1696645551
